periodos_id,periodos_nombre,indicadores_id,indicadores_nombre,islas_alojamiento_id,islas_alojamiento_nombre,estancias_medias_indice_ocupacion_plazas_hoteleras_ofertadas_pernoctaciones_establecimientos_hoteleros
2007M06,2007 Junio,1,Índice de ocupación por plazas,ES709,Tenerife,66.3
2007M06,2007 Junio,1,Índice de ocupación por plazas,ES706,La Gomera,63.8
2007M06,2007 Junio,1,Índice de ocupación por plazas,ES707,La Palma,36.3
2007M06,2007 Junio,1,Índice de ocupación por plazas,ES703,El Hierro,28.9
2007M06,2007 Junio,2,Pernoctaciones,ES70,Canarias,3643450
2007M06,2007 Junio,2,Pernoctaciones,ES708,Lanzarote,668197
2007M06,2007 Junio,2,Pernoctaciones,ES704,Fuerteventura,513534
2007M06,2007 Junio,2,Pernoctaciones,ES705,Gran Canaria,972070
2007M06,2007 Junio,2,Pernoctaciones,ES709,Tenerife,1409036
2007M06,2007 Junio,2,Pernoctaciones,ES706,La Gomera,32518
2007M06,2007 Junio,2,Pernoctaciones,ES707,La Palma,45191
2007M06,2007 Junio,2,Pernoctaciones,ES703,El Hierro,2904
2007M05,2007 Mayo,0,Estancias medias,ES70,Canarias,7.6
2007M05,2007 Mayo,0,Estancias medias,ES708,Lanzarote,8.0
2007M05,2007 Mayo,0,Estancias medias,ES704,Fuerteventura,9.7
2007M05,2007 Mayo,0,Estancias medias,ES705,Gran Canaria,7.2
2007M05,2007 Mayo,0,Estancias medias,ES709,Tenerife,7.3
2007M05,2007 Mayo,0,Estancias medias,ES706,La Gomera,5.2
2007M05,2007 Mayo,0,Estancias medias,ES707,La Palma,4.6
2007M05,2007 Mayo,0,Estancias medias,ES703,El Hierro,6.0
2007M05,2007 Mayo,1,Índice de ocupación por plazas,ES70,Canarias,59.9
2007M05,2007 Mayo,1,Índice de ocupación por plazas,ES708,Lanzarote,53.1
2007M05,2007 Mayo,1,Índice de ocupación por plazas,ES704,Fuerteventura,67.4
2007M05,2007 Mayo,1,Índice de ocupación por plazas,ES705,Gran Canaria,64.2
2007M05,2007 Mayo,1,Índice de ocupación por plazas,ES709,Tenerife,59.8
2007M05,2007 Mayo,1,Índice de ocupación por plazas,ES706,La Gomera,54.0
2007M05,2007 Mayo,1,Índice de ocupación por plazas,ES707,La Palma,29.3
2007M05,2007 Mayo,1,Índice de ocupación por plazas,ES703,El Hierro,37.4
2007M05,2007 Mayo,2,Pernoctaciones,ES70,Canarias,3304795
2007M05,2007 Mayo,2,Pernoctaciones,ES708,Lanzarote,527588
2007M05,2007 Mayo,2,Pernoctaciones,ES704,Fuerteventura,450819
2007M05,2007 Mayo,2,Pernoctaciones,ES705,Gran Canaria,938095
2007M05,2007 Mayo,2,Pernoctaciones,ES709,Tenerife,1318350
2007M05,2007 Mayo,2,Pernoctaciones,ES706,La Gomera,28448
2007M05,2007 Mayo,2,Pernoctaciones,ES707,La Palma,37615
2007M05,2007 Mayo,2,Pernoctaciones,ES703,El Hierro,3880
2007M04,2007 Abril,0,Estancias medias,ES70,Canarias,7.3
2007M04,2007 Abril,0,Estancias medias,ES708,Lanzarote,8.1
2007M04,2007 Abril,0,Estancias medias,ES704,Fuerteventura,9.1
2007M04,2007 Abril,0,Estancias medias,ES705,Gran Canaria,6.8
2007M04,2007 Abril,0,Estancias medias,ES709,Tenerife,7.0
2007M04,2007 Abril,0,Estancias medias,ES706,La Gomera,6.0
2007M04,2007 Abril,0,Estancias medias,ES707,La Palma,4.9
2007M04,2007 Abril,0,Estancias medias,ES703,El Hierro,4.8
2007M04,2007 Abril,1,Índice de ocupación por plazas,ES70,Canarias,71.5
2007M04,2007 Abril,1,Índice de ocupación por plazas,ES708,Lanzarote,70.8
2007M04,2007 Abril,1,Índice de ocupación por plazas,ES704,Fuerteventura,73.2
2007M04,2007 Abril,1,Índice de ocupación por plazas,ES705,Gran Canaria,72.4
2007M04,2007 Abril,1,Índice de ocupación por plazas,ES709,Tenerife,71.6
2007M04,2007 Abril,1,Índice de ocupación por plazas,ES706,La Gomera,79.4
2007M04,2007 Abril,1,Índice de ocupación por plazas,ES707,La Palma,53.4
2007M04,2007 Abril,1,Índice de ocupación por plazas,ES703,El Hierro,49.5
2007M04,2007 Abril,2,Pernoctaciones,ES70,Canarias,3840768
2007M04,2007 Abril,2,Pernoctaciones,ES708,Lanzarote,680534
2007M04,2007 Abril,2,Pernoctaciones,ES704,Fuerteventura,473034
2007M04,2007 Abril,2,Pernoctaciones,ES705,Gran Canaria,1040133
2007M04,2007 Abril,2,Pernoctaciones,ES709,Tenerife,1535219
2007M04,2007 Abril,2,Pernoctaciones,ES706,La Gomera,40463
2007M04,2007 Abril,2,Pernoctaciones,ES707,La Palma,66414
2007M04,2007 Abril,2,Pernoctaciones,ES703,El Hierro,4971
2007M03,2007 Marzo,0,Estancias medias,ES70,Canarias,7.6
2007M03,2007 Marzo,0,Estancias medias,ES708,Lanzarote,7.9
2007M03,2007 Marzo,0,Estancias medias,ES704,Fuerteventura,8.7
2007M03,2007 Marzo,0,Estancias medias,ES705,Gran Canaria,7.5
2007M03,2007 Marzo,0,Estancias medias,ES709,Tenerife,7.5
2007M03,2007 Marzo,0,Estancias medias,ES706,La Gomera,6.4
2007M03,2007 Marzo,0,Estancias medias,ES707,La Palma,5.2
2007M03,2007 Marzo,0,Estancias medias,ES703,El Hierro,3.9
2007M03,2007 Marzo,1,Índice de ocupación por plazas,ES70,Canarias,74.7
2007M03,2007 Marzo,1,Índice de ocupación por plazas,ES708,Lanzarote,68.2
2007M03,2007 Marzo,1,Índice de ocupación por plazas,ES704,Fuerteventura,66.8
2007M03,2007 Marzo,1,Índice de ocupación por plazas,ES705,Gran Canaria,78.7
2007M03,2007 Marzo,1,Índice de ocupación por plazas,ES709,Tenerife,78.2
2007M03,2007 Marzo,1,Índice de ocupación por plazas,ES706,La Gomera,94.4
2007M03,2007 Marzo,1,Índice de ocupación por plazas,ES707,La Palma,52.0
2007M03,2007 marzo,1,Índice de ocupación por plazas,ES703,El Hierro,36.1
2007M03,2007 marzo,2,Pernoctaciones,ES70,Canarias,4118036
2007M03,2007 marzo,2,Pernoctaciones,ES708,Lanzarote,636014
2007M03,2007 marzo,2,Pernoctaciones,ES704,Fuerteventura,465645
2007M03,2007 marzo,2,Pernoctaciones,ES705,Gran Canaria,1164288
2007M03,2007 marzo,2,Pernoctaciones,ES709,Tenerife,1731749
2007M03,2007 marzo,2,Pernoctaciones,ES706,La Gomera,49674
2007M03,2007 marzo,2,Pernoctaciones,ES707,La Palma,66915
2007M03,2007 marzo,2,Pernoctaciones,ES703,El Hierro,3751
2007M02,2007 febrero,0,Estancias medias,ES70,Canarias,7.7
2007M02,2007 febrero,0,Estancias medias,ES708,Lanzarote,7.9
2007M02,2007 febrero,0,Estancias medias,ES704,Fuerteventura,8.9
2007M02,2007 febrero,0,Estancias medias,ES705,Gran Canaria,7.7
2007M02,2007 febrero,0,Estancias medias,ES709,Tenerife,7.7
2007M02,2007 febrero,0,Estancias medias,ES706,La Gomera,6.2
2007M02,2007 febrero,0,Estancias medias,ES707,La Palma,5.6
2007M02,2007 febrero,0,Estancias medias,ES703,El Hierro,4.7
2007M02,2007 febrero,1,Índice de ocupación por plazas,ES70,Canarias,70.9
2007M02,2007 febrero,1,Índice de ocupación por plazas,ES708,Lanzarote,62.9
2007M02,2007 febrero,1,Índice de ocupación por plazas,ES704,Fuerteventura,58.2
2007M02,2007 febrero,1,Índice de ocupación por plazas,ES705,Gran Canaria,78.2
2007M02,2007 febrero,1,Índice de ocupación por plazas,ES709,Tenerife,74.5
2007M02,2007 febrero,1,Índice de ocupación por plazas,ES706,La Gomera,85.6
2007M02,2007 febrero,1,Índice de ocupación por plazas,ES707,La Palma,44.5
2007M02,2007 febrero,1,Índice de ocupación por plazas,ES703,El Hierro,40.5
2007M02,2007 febrero,2,Pernoctaciones,ES70,Canarias,3521313
2007M02,2007 febrero,2,Pernoctaciones,ES708,Lanzarote,529848
2007M02,2007 febrero,2,Pernoctaciones,ES704,Fuerteventura,356969
2007M02,2007 febrero,2,Pernoctaciones,ES705,Gran Canaria,1044689
2007M02,2007 febrero,2,Pernoctaciones,ES709,Tenerife,1493552
2007M02,2007 febrero,2,Pernoctaciones,ES706,La Gomera,40710
2007M02,2007 febrero,2,Pernoctaciones,ES707,La Palma,51747
2007M02,2007 febrero,2,Pernoctaciones,ES703,El Hierro,3798
2007M01,2007 enero,0,Estancias medias,ES70,Canarias,8.5
2007M01,2007 enero,0,Estancias medias,ES708,Lanzarote,8.7
2007M01,2007 enero,0,Estancias medias,ES704,Fuerteventura,10.9
2007M01,2007 enero,0,Estancias medias,ES705,Gran Canaria,8.2
2007M01,2007 enero,0,Estancias medias,ES709,Tenerife,8.4
2007M01,2007 enero,0,Estancias medias,ES706,La Gomera,6.7
2007M01,2007 enero,0,Estancias medias,ES707,La Palma,5.6
2007M01,2007 enero,0,Estancias medias,ES703,El Hierro,5.0
2007M01,2007 enero,1,Índice de ocupación por plazas,ES70,Canarias,68.2
2007M01,2007 enero,1,Índice de ocupación por plazas,ES708,Lanzarote,54.3
2007M01,2007 enero,1,Índice de ocupación por plazas,ES704,Fuerteventura,60.8
2007M01,2007 enero,1,Índice de ocupación por plazas,ES705,Gran Canaria,75.0
2007M01,2007 enero,1,Índice de ocupación por plazas,ES709,Tenerife,73.6
2007M01,2007 enero,1,Índice de ocupación por plazas,ES706,La Gomera,76.9
2007M01,2007 enero,1,Índice de ocupación por plazas,ES707,La Palma,34.9
2007M01,2007 enero,1,Índice de ocupación por plazas,ES703,El Hierro,43.7
2007M01,2007 enero,2,Pernoctaciones,ES70,Canarias,3748467
2007M01,2007 enero,2,Pernoctaciones,ES708,Lanzarote,506385
2007M01,2007 enero,2,Pernoctaciones,ES704,Fuerteventura,413177
2007M01,2007 enero,2,Pernoctaciones,ES705,Gran Canaria,1105935
2007M01,2007 enero,2,Pernoctaciones,ES709,Tenerife,1633004
2007M01,2007 enero,2,Pernoctaciones,ES706,La Gomera,40487
2007M01,2007 enero,2,Pernoctaciones,ES707,La Palma,44942
2007M01,2007 enero,2,Pernoctaciones,ES703,El Hierro,4537
2006,2006,0,Estancias medias,ES70,Canarias,7.9
2006,2006,0,Estancias medias,ES708,Lanzarote,8.3
2006,2006,0,Estancias medias,ES704,Fuerteventura,9.7
2006,2006,0,Estancias medias,ES705,Gran Canaria,7.9
2006,2006,0,Estancias medias,ES709,Tenerife,7.6
2006,2006,0,Estancias medias,ES706,La Gomera,5.8
2006,2006,0,Estancias medias,ES707,La Palma,5.4
2006,2006,0,Estancias medias,ES703,El Hierro,3.5
2006,2006,1,Índice de ocupación por plazas,ES70,Canarias,77.2
2006,2006,1,Índice de ocupación por plazas,ES708,Lanzarote,78.5
2006,2006,1,Índice de ocupación por plazas,ES704,Fuerteventura,75.7
2006,2006,1,Índice de ocupación por plazas,ES705,Gran Canaria,79.9
2006,2006,1,Índice de ocupación por plazas,ES709,Tenerife,76.5
2006,2006,1,Índice de ocupación por plazas,ES706,La Gomera,77.5
2006,2006,1,Índice de ocupación por plazas,ES707,La Palma,59.2
2006,2006,1,Índice de ocupación por plazas,ES703,El Hierro,40.6
2006,2006,2,Pernoctaciones,ES70,Canarias,47971050
2006,2006,2,Pernoctaciones,ES708,Lanzarote,7931258
2006,2006,2,Pernoctaciones,ES704,Fuerteventura,5672277
2006,2006,2,Pernoctaciones,ES705,Gran Canaria,13399236
2006,2006,2,Pernoctaciones,ES709,Tenerife,19716661
2006,2006,2,Pernoctaciones,ES706,La Gomera,480193
2006,2006,2,Pernoctaciones,ES707,La Palma,721447
2006,2006,2,Pernoctaciones,ES703,El Hierro,49978
2006M12,2006 diciembre,0,Estancias medias,ES70,Canarias,8.0
2006M12,2006 diciembre,0,Estancias medias,ES708,Lanzarote,8.2
2006M12,2006 diciembre,0,Estancias medias,ES704,Fuerteventura,10.2
2006M12,2006 diciembre,0,Estancias medias,ES705,Gran Canaria,8.1
2006M12,2006 diciembre,0,Estancias medias,ES709,Tenerife,7.6
2006M12,2006 diciembre,0,Estancias medias,ES706,La Gomera,6.0
2006M12,2006 diciembre,0,Estancias medias,ES707,La Palma,5.1
2006M12,2006 diciembre,0,Estancias medias,ES703,El Hierro,4.5
2006M12,2006 diciembre,1,Índice de ocupación por plazas,ES70,Canarias,69.4
2006M12,2006 diciembre,1,Índice de ocupación por plazas,ES708,Lanzarote,60.8
2006M12,2006 diciembre,1,Índice de ocupación por plazas,ES704,Fuerteventura,62.6
2006M12,2006 diciembre,1,Índice de ocupación por plazas,ES705,Gran Canaria,76.0
2006M12,2006 diciembre,1,Índice de ocupación por plazas,ES709,Tenerife,72.0
2006M12,2006 diciembre,1,Índice de ocupación por plazas,ES706,La Gomera,77.0
2006M12,2006 diciembre,1,Índice de ocupación por plazas,ES707,La Palma,42.8
2006M12,2006 diciembre,1,Índice de ocupación por plazas,ES703,El Hierro,40.6
2006M12,2006 diciembre,2,Pernoctaciones,ES70,Canarias,3749722
2006M12,2006 diciembre,2,Pernoctaciones,ES708,Lanzarote,555710
2006M12,2006 diciembre,2,Pernoctaciones,ES704,Fuerteventura,405974
2006M12,2006 diciembre,2,Pernoctaciones,ES705,Gran Canaria,1107345
2006M12,2006 diciembre,2,Pernoctaciones,ES709,Tenerife,1586318
2006M12,2006 diciembre,2,Pernoctaciones,ES706,La Gomera,40528
2006M12,2006 diciembre,2,Pernoctaciones,ES707,La Palma,49627
2006M12,2006 diciembre,2,Pernoctaciones,ES703,El Hierro,4220
2006M11,2006 noviembre,0,Estancias medias,ES70,Canarias,8.3
2006M11,2006 noviembre,0,Estancias medias,ES708,Lanzarote,10.4
2006M11,2006 noviembre,0,Estancias medias,ES704,Fuerteventura,9.8
2006M11,2006 noviembre,0,Estancias medias,ES705,Gran Canaria,8.3
2006M11,2006 noviembre,0,Estancias medias,ES709,Tenerife,7.5
2006M11,2006 noviembre,0,Estancias medias,ES706,La Gomera,5.8
2006M11,2006 noviembre,0,Estancias medias,ES707,La Palma,5.4
2006M11,2006 noviembre,0,Estancias medias,ES703,El Hierro,4.2
2006M11,2006 noviembre,1,Índice de ocupación por plazas,ES70,Canarias,78.4
2006M11,2006 noviembre,1,Índice de ocupación por plazas,ES708,Lanzarote,86.7
2006M11,2006 noviembre,1,Índice de ocupación por plazas,ES704,Fuerteventura,74.3
2006M11,2006 noviembre,1,Índice de ocupación por plazas,ES705,Gran Canaria,81.7
2006M11,2006 noviembre,1,Índice de ocupación por plazas,ES709,Tenerife,75.0
2006M11,2006 noviembre,1,Índice de ocupación por plazas,ES706,La Gomera,79.2
2006M11,2006 noviembre,1,Índice de ocupación por plazas,ES707,La Palma,61.9
2006M11,2006 noviembre,1,Índice de ocupación por plazas,ES703,El Hierro,44.8
2006M11,2006 noviembre,2,Pernoctaciones,ES70,Canarias,4099997
2006M11,2006 noviembre,2,Pernoctaciones,ES708,Lanzarote,767393
2006M11,2006 noviembre,2,Pernoctaciones,ES704,Fuerteventura,466900
2006M11,2006 noviembre,2,Pernoctaciones,ES705,Gran Canaria,1152277
2006M11,2006 noviembre,2,Pernoctaciones,ES709,Tenerife,1599148
2006M11,2006 noviembre,2,Pernoctaciones,ES706,La Gomera,40335
2006M11,2006 noviembre,2,Pernoctaciones,ES707,La Palma,69444
2006M11,2006 noviembre,2,Pernoctaciones,ES703,El Hierro,4500
2006M10,2006 octubre,0,Estancias medias,ES70,Canarias,7.6
2006M10,2006 octubre,0,Estancias medias,ES708,Lanzarote,7.3
2006M10,2006 octubre,0,Estancias medias,ES704,Fuerteventura,9.7
2006M10,2006 octubre,0,Estancias medias,ES705,Gran Canaria,7.8
2006M10,2006 octubre,0,Estancias medias,ES709,Tenerife,7.2
2006M10,2006 octubre,0,Estancias medias,ES706,La Gomera,5.7
2006M10,2006 octubre,0,Estancias medias,ES707,La Palma,5.9
2006M10,2006 octubre,0,Estancias medias,ES703,El Hierro,3.9
2006M10,2006 octubre,1,Índice de ocupación por plazas,ES70,Canarias,78.5
2006M10,2006 octubre,1,Índice de ocupación por plazas,ES708,Lanzarote,79.2
2006M10,2006 octubre,1,Índice de ocupación por plazas,ES704,Fuerteventura,84.1
2006M10,2006 octubre,1,Índice de ocupación por plazas,ES705,Gran Canaria,80.3
2006M10,2006 octubre,1,Índice de ocupación por plazas,ES709,Tenerife,77.1
2006M10,2006 octubre,1,Índice de ocupación por plazas,ES706,La Gomera,72.6
2006M10,2006 octubre,1,Índice de ocupación por plazas,ES707,La Palma,52.6
2006M10,2006 octubre,1,Índice de ocupación por plazas,ES703,El Hierro,46.9
2006M10,2006 octubre,2,Pernoctaciones,ES70,Canarias,4243746
2006M10,2006 octubre,2,Pernoctaciones,ES708,Lanzarote,724728
2006M10,2006 octubre,2,Pernoctaciones,ES704,Fuerteventura,545941
2006M10,2006 octubre,2,Pernoctaciones,ES705,Gran Canaria,1169819
2006M10,2006 octubre,2,Pernoctaciones,ES709,Tenerife,1699243
2006M10,2006 octubre,2,Pernoctaciones,ES706,La Gomera,38210
2006M10,2006 octubre,2,Pernoctaciones,ES707,La Palma,60937
2006M10,2006 octubre,2,Pernoctaciones,ES703,El Hierro,4868
2006M09,2006 septiembre,0,Estancias medias,ES70,Canarias,7.6
2006M09,2006 septiembre,0,Estancias medias,ES708,Lanzarote,8.3
2006M09,2006 septiembre,0,Estancias medias,ES704,Fuerteventura,9.2
2006M09,2006 septiembre,0,Estancias medias,ES705,Gran Canaria,7.7
2006M09,2006 septiembre,0,Estancias medias,ES709,Tenerife,7.1
2006M09,2006 septiembre,0,Estancias medias,ES706,La Gomera,4.5
2006M09,2006 septiembre,0,Estancias medias,ES707,La Palma,5.4
2006M09,2006 septiembre,0,Estancias medias,ES703,El Hierro,3.4
2006M09,2006 septiembre,1,Índice de ocupación por plazas,ES70,Canarias,77.5
2006M09,2006 septiembre,1,Índice de ocupación por plazas,ES708,Lanzarote,87.8
2006M09,2006 septiembre,1,Índice de ocupación por plazas,ES704,Fuerteventura,77.0
2006M09,2006 septiembre,1,Índice de ocupación por plazas,ES705,Gran Canaria,75.4
2006M09,2006 septiembre,1,Índice de ocupación por plazas,ES709,Tenerife,75.6
2006M09,2006 septiembre,1,Índice de ocupación por plazas,ES706,La Gomera,72.2
2006M09,2006 septiembre,1,Índice de ocupación por plazas,ES707,La Palma,67.0
2006M09,2006 septiembre,1,Índice de ocupación por plazas,ES703,El Hierro,52.3
2006M09,2006 septiembre,2,Pernoctaciones,ES70,Canarias,4041062
2006M09,2006 septiembre,2,Pernoctaciones,ES708,Lanzarote,767284
2006M09,2006 septiembre,2,Pernoctaciones,ES704,Fuerteventura,483231
2006M09,2006 septiembre,2,Pernoctaciones,ES705,Gran Canaria,1060748
2006M09,2006 septiembre,2,Pernoctaciones,ES709,Tenerife,1612582
2006M09,2006 septiembre,2,Pernoctaciones,ES706,La Gomera,36771
2006M09,2006 septiembre,2,Pernoctaciones,ES707,La Palma,75188
2006M09,2006 septiembre,2,Pernoctaciones,ES703,El Hierro,5258
2006M08,2006 agosto,0,Estancias medias,ES70,Canarias,8.3
2006M08,2006 agosto,0,Estancias medias,ES708,Lanzarote,8.7
2006M08,2006 agosto,0,Estancias medias,ES704,Fuerteventura,10.4
2006M08,2006 agosto,0,Estancias medias,ES705,Gran Canaria,8.7
2006M08,2006 agosto,0,Estancias medias,ES709,Tenerife,7.7
2006M08,2006 agosto,0,Estancias medias,ES706,La Gomera,5.4
2006M08,2006 agosto,0,Estancias medias,ES707,La Palma,6.1
2006M08,2006 agosto,0,Estancias medias,ES703,El Hierro,3.2
2006M08,2006 agosto,1,Índice de ocupación por plazas,ES70,Canarias,95.5
2006M08,2006 agosto,1,Índice de ocupación por plazas,ES708,Lanzarote,110.1
2006M08,2006 agosto,1,Índice de ocupación por plazas,ES704,Fuerteventura,104.2
2006M08,2006 agosto,1,Índice de ocupación por plazas,ES705,Gran Canaria,91.0
2006M08,2006 agosto,1,Índice de ocupación por plazas,ES709,Tenerife,90.4
2006M08,2006 agosto,1,Índice de ocupación por plazas,ES706,La Gomera,86.4
2006M08,2006 agosto,1,Índice de ocupación por plazas,ES707,La Palma,101.0
2006M08,2006 agosto,1,Índice de ocupación por plazas,ES703,El Hierro,64.0
2006M08,2006 agosto,2,Pernoctaciones,ES70,Canarias,5040369
2006M08,2006 agosto,2,Pernoctaciones,ES708,Lanzarote,915153
2006M08,2006 agosto,2,Pernoctaciones,ES704,Fuerteventura,688457
2006M08,2006 agosto,2,Pernoctaciones,ES705,Gran Canaria,1279638
2006M08,2006 agosto,2,Pernoctaciones,ES709,Tenerife,1987855
2006M08,2006 agosto,2,Pernoctaciones,ES706,La Gomera,45454
2006M08,2006 agosto,2,Pernoctaciones,ES707,La Palma,117171
2006M08,2006 agosto,2,Pernoctaciones,ES703,El Hierro,6641
2006M07,2006 julio,0,Estancias medias,ES70,Canarias,7.9
2006M07,2006 julio,0,Estancias medias,ES708,Lanzarote,8.8
2006M07,2006 julio,0,Estancias medias,ES704,Fuerteventura,9.4
2006M07,2006 julio,0,Estancias medias,ES705,Gran Canaria,7.7
2006M07,2006 julio,0,Estancias medias,ES709,Tenerife,7.6
2006M07,2006 julio,0,Estancias medias,ES706,La Gomera,5.1
2006M07,2006 julio,0,Estancias medias,ES707,La Palma,5.3
2006M07,2006 julio,0,Estancias medias,ES703,El Hierro,3.3
2006M07,2006 julio,1,Índice de ocupación por plazas,ES70,Canarias,84.9
2006M07,2006 julio,1,Índice de ocupación por plazas,ES708,Lanzarote,100.8
2006M07,2006 julio,1,Índice de ocupación por plazas,ES704,Fuerteventura,88.9
2006M07,2006 julio,1,Índice de ocupación por plazas,ES705,Gran Canaria,85.4
2006M07,2006 julio,1,Índice de ocupación por plazas,ES709,Tenerife,78.6
2006M07,2006 julio,1,Índice de ocupación por plazas,ES706,La Gomera,73.5
2006M07,2006 julio,1,Índice de ocupación por plazas,ES707,La Palma,70.1
2006M07,2006 julio,1,Índice de ocupación por plazas,ES703,El Hierro,43.2
2006M07,2006 julio,2,Pernoctaciones,ES70,Canarias,4468268
2006M07,2006 julio,2,Pernoctaciones,ES708,Lanzarote,837567
2006M07,2006 julio,2,Pernoctaciones,ES704,Fuerteventura,587746
2006M07,2006 julio,2,Pernoctaciones,ES705,Gran Canaria,1197135
2006M07,2006 julio,2,Pernoctaciones,ES709,Tenerife,1721413
2006M07,2006 julio,2,Pernoctaciones,ES706,La Gomera,38686
2006M07,2006 julio,2,Pernoctaciones,ES707,La Palma,81234
2006M07,2006 julio,2,Pernoctaciones,ES703,El Hierro,4487
2006M06,2006 junio,0,Estancias medias,ES70,Canarias,7.6
2006M06,2006 junio,0,Estancias medias,ES708,Lanzarote,8.0
2006M06,2006 junio,0,Estancias medias,ES704,Fuerteventura,9.7
2006M06,2006 junio,0,Estancias medias,ES705,Gran Canaria,7.6
2006M06,2006 junio,0,Estancias medias,ES709,Tenerife,7.2
2006M06,2006 junio,0,Estancias medias,ES706,La Gomera,5.1
2006M06,2006 junio,0,Estancias medias,ES707,La Palma,4.9
2006M06,2006 junio,0,Estancias medias,ES703,El Hierro,2.6
2006M06,2006 junio,1,Índice de ocupación por plazas,ES70,Canarias,71.6
2006M06,2006 junio,1,Índice de ocupación por plazas,ES708,Lanzarote,75.8
2006M06,2006 junio,1,Índice de ocupación por plazas,ES704,Fuerteventura,75.1
2006M06,2006 junio,1,Índice de ocupación por plazas,ES705,Gran Canaria,71.7
2006M06,2006 junio,1,Índice de ocupación por plazas,ES709,Tenerife,71.0
2006M06,2006 junio,1,Índice de ocupación por plazas,ES706,La Gomera,57.8
2006M06,2006 junio,1,Índice de ocupación por plazas,ES707,La Palma,43.3
2006M06,2006 junio,1,Índice de ocupación por plazas,ES703,El Hierro,24.0
2006M06,2006 junio,2,Pernoctaciones,ES70,Canarias,3651052
2006M06,2006 junio,2,Pernoctaciones,ES708,Lanzarote,609674
2006M06,2006 junio,2,Pernoctaciones,ES704,Fuerteventura,480439
2006M06,2006 junio,2,Pernoctaciones,ES705,Gran Canaria,971404
2006M06,2006 junio,2,Pernoctaciones,ES709,Tenerife,1509099
2006M06,2006 junio,2,Pernoctaciones,ES706,La Gomera,29419
2006M06,2006 junio,2,Pernoctaciones,ES707,La Palma,48605
2006M06,2006 junio,2,Pernoctaciones,ES703,El Hierro,2412
2006M05,2006 mayo,0,Estancias medias,ES70,Canarias,7.7
2006M05,2006 mayo,0,Estancias medias,ES708,Lanzarote,8.3
2006M05,2006 mayo,0,Estancias medias,ES704,Fuerteventura,9.0
2006M05,2006 mayo,0,Estancias medias,ES705,Gran Canaria,7.5
2006M05,2006 mayo,0,Estancias medias,ES709,Tenerife,7.5
2006M05,2006 mayo,0,Estancias medias,ES706,La Gomera,5.7
2006M05,2006 mayo,0,Estancias medias,ES707,La Palma,5.0
2006M05,2006 mayo,0,Estancias medias,ES703,El Hierro,3.6
2006M05,2006 mayo,1,Índice de ocupación por plazas,ES70,Canarias,66.8
2006M05,2006 mayo,1,Índice de ocupación por plazas,ES708,Lanzarote,65.6
2006M05,2006 mayo,1,Índice de ocupación por plazas,ES704,Fuerteventura,69.4
2006M05,2006 mayo,1,Índice de ocupación por plazas,ES705,Gran Canaria,71.9
2006M05,2006 mayo,1,Índice de ocupación por plazas,ES709,Tenerife,65.2
2006M05,2006 mayo,1,Índice de ocupación por plazas,ES706,La Gomera,61.8
2006M05,2006 mayo,1,Índice de ocupación por plazas,ES707,La Palma,36.6
2006M05,2006 mayo,1,Índice de ocupación por plazas,ES703,El Hierro,33.7
2006M05,2006 mayo,2,Pernoctaciones,ES70,Canarias,3472326
2006M05,2006 mayo,2,Pernoctaciones,ES708,Lanzarote,545477
2006M05,2006 mayo,2,Pernoctaciones,ES704,Fuerteventura,458850
2006M05,2006 mayo,2,Pernoctaciones,ES705,Gran Canaria,970910
2006M05,2006 mayo,2,Pernoctaciones,ES709,Tenerife,1418677
2006M05,2006 mayo,2,Pernoctaciones,ES706,La Gomera,32507
2006M05,2006 mayo,2,Pernoctaciones,ES707,La Palma,42407
2006M05,2006 mayo,2,Pernoctaciones,ES703,El Hierro,3498
2006M04,2006 abril,0,Estancias medias,ES70,Canarias,7.3
2006M04,2006 abril,0,Estancias medias,ES708,Lanzarote,7.7
2006M04,2006 abril,0,Estancias medias,ES704,Fuerteventura,8.7
2006M04,2006 abril,0,Estancias medias,ES705,Gran Canaria,7.0
2006M04,2006 abril,0,Estancias medias,ES709,Tenerife,7.1
2006M04,2006 abril,0,Estancias medias,ES706,La Gomera,6.1
2006M04,2006 abril,0,Estancias medias,ES707,La Palma,5.6
2006M04,2006 abril,0,Estancias medias,ES703,El Hierro,3.4
2006M04,2006 abril,1,Índice de ocupación por plazas,ES70,Canarias,78.5
2006M04,2006 abril,1,Índice de ocupación por plazas,ES708,Lanzarote,77.4
2006M04,2006 abril,1,Índice de ocupación por plazas,ES704,Fuerteventura,72.4
2006M04,2006 abril,1,Índice de ocupación por plazas,ES705,Gran Canaria,79.6
2006M04,2006 abril,1,Índice de ocupación por plazas,ES709,Tenerife,80.9
2006M04,2006 abril,1,Índice de ocupación por plazas,ES706,La Gomera,92.9
2006M04,2006 abril,1,Índice de ocupación por plazas,ES707,La Palma,55.9
2006M04,2006 abril,1,Índice de ocupación por plazas,ES703,El Hierro,40.9
2006M04,2006 abril,2,Pernoctaciones,ES70,Canarias,3956709
2006M04,2006 abril,2,Pernoctaciones,ES708,Lanzarote,622380
2006M04,2006 abril,2,Pernoctaciones,ES704,Fuerteventura,420722
2006M04,2006 abril,2,Pernoctaciones,ES705,Gran Canaria,1096632
2006M04,2006 abril,2,Pernoctaciones,ES709,Tenerife,1702824
2006M04,2006 abril,2,Pernoctaciones,ES706,La Gomera,47344
